분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,"기계, 로봇 등 관련 기술의 융합을 통한 시스템산업 분야 핵심기술 지원",계속사업,N,N,Y,Y,N,N,N,한국산업기술기획평가원,,"516,239,000천원",뿌리산업육성지,안전기반 소형 수소추진선박 기술개발 및 실증(R&D),"3,669,000천원",뿌리산업육성지,"148,959,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"민간보조, 출연",산업통상자원부,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,516239000,52.0,C급_정책참고
,지역평생교육활성화 지원,계속사업,Y,Y,Y,Y,N,N,Y,"지자체, 민간",5.1억원,"164,793,000천원",지역평생교육활성화지원,지역평생교육활성화지원,"815,000천원",재외동포교육 운,"114,773,000천원",019) 국제교육 협력 증진,"164,793,000천원",873),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조",지자체,대규모(1000억원 이상),교육/인재양성,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,164793000,50.0,C급_정책참고
,"①고교대학 연계 교육과정, ②지역인재전형 확대, ③입학전 교육과 정 운영지역 토박이 전문인력",계속사업,N,Y,N,N,N,N,Y,지자체,22.8억원,"224,482,000천원",지역인재육성지원,지역인재육성지원,"1,720,000천원",지역지원계정 세 출 합 계,"224,482,000천원",000 -,40천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),교육/인재양성,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,224482000,50.0,C급_정책참고
,국내 광통신 부품 중소기업 대상 상용화 및 실증 지원,계속사업,N,N,N,Y,N,N,N,한국지능정보사회진흥원,,"463,482,000천원",지능정보 네트워크용 광통신 부품상용화 실증확산,지능정보 네트워크용 광통신 부품상용화 실증확산,"1,464,000천원",ICT산업기반확충,"4,551,000천원",2100 정보통신융합산업,"4,551,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,기타,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,463482000,50.0,C급_정책참고
,낙후된 특수상황지역의 지역균형발전 지원,계속사업,N,Y,N,Y,N,N,Y,지자체,498.62억원,"279,943,000천원",기타재산이자수입,특수상황지역개발,"199,449,000천원",지역경관개선지 -,"10,000,000천원",접경권발전지원,"53,271,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,279943000,50.0,C급_정책참고
,착한가격업소 활성화 지원으로 지역경제 활성화 추진,계속사업,N,Y,N,N,N,N,Y,지자체,49.35억원,"2,295,247,000천원",착한가격업소 활성화 지원(자율),착한가격업소 활성화 지원(자율),"4,935,000천원",지역일자리창출,"1,700,000천원",장(분야),080천원,사회복지,"1,700,000천원",000 관(부문),082천원,취약계층지원,"1,700,000천원",000 3100 일자리지원,"1,700,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2295247000,50.0,C급_정책참고
,착한가격업소 지원으로 지역경제 활성화 추진,계속사업,N,Y,N,N,N,N,Y,지자체,0.26억원,"6,818,206,000천원",착한가격업소 활성화 지원(세종),착한가격업소 활성화 지원(세종),"26,000천원",재난예방지원,"5,800,000천원",장(분야),020천원,공공질서및안전,"5,800,000천원",000 관(부문),025천원,재난관리,"5,800,000천원",000 2600 안전관리,"5,800,000천원",000 -,84천원,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,6818206000,50.0,C급_정책참고
,문화도시 지정 지자체 대상으로 지역별 문화도시 조성계획에 따른 통합 지원으로 지역 활성화,계속사업,N,Y,N,N,N,N,Y,지자체,640억원,"225,643,000천원",문화도시 조성(자율),문화도시 조성(자율),"18,000,000천원",대한민국 문화도시 조성(자율),"46,000,000천원",시각예술 진흥기,"13,605,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,225643000,50.0,C급_정책참고
,지역 의료관광 활성화 및 야영장 안전활성화 지원을 통한 관광 경쟁력 향상,계속사업,N,Y,N,N,N,N,Y,지자체,85억원,"353,726,000천원",야영장 안전 및 활성화지원(자율),야영장 안전 및 활성화지원(자율),"3,777,000천원",생활체육시설 지,"10,643,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),1천원,000 5100 생활체육육성,"10,643,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,353726000,50.0,C급_정책참고
,지역 근린생활권을 중심으로 거주지에서 편리하게 이용할 수 있는 소규모 다목적체육관 조성 지원,계속사업,Y,Y,Y,N,N,N,Y,지자체,29억원,"353,726,000천원",근린생활형 소규모 체육관 건립지원(자율),근린생활형 소규모 체육관 건립지원(자율),"10,643,000천원",지역자율계정 세 출 합 계,"353,726,000천원",000 -,230천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,353726000,50.0,C급_정책참고
,지역 의료웰니스관광 기반 조성,계속사업,N,Y,N,N,N,N,Y,지자체,27억원,"122,063,000천원",지역 의료관광활성화지원,지역 의료관광활성화지원,"2,700,000천원",생활체육시설 지,"2,520,000천원",관(부문),063천원,000 5100 생활체육육성,"2,520,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,122063000,50.0,C급_정책참고
,영농정착지원금 등 농촌정착지원,계속사업,N,Y,N,N,N,N,Y,지자체,416억원,"115,962,000천원",청년농업인영농정착지원(자율),청년농업인영농정착지원(자율),"96,118,000천원",스마트농업육성,"33,110,000천원",2200 농업신산업육성,"115,962,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,115962000,50.0,C급_정책참고
,토양환경을 보전하고 친환경농산물 생산을 위한 친환경농자재 지 원,계속사업,N,N,Y,Y,N,N,N,민간,,"641,051,000천원",친환경농자재지원,친환경농자재지원,"285,000천원",곤충미생물산업육성지원(지원),"1,145,000천원",농식품기술개발(,"1,575,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,민간,대규모(1000억원 이상),지원/보조,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,641051000,50.0,C급_정책참고
,노후선박을 친환경 선박으로 대체 지원,계속사업,N,N,Y,N,N,N,N,민간,,"390,376,000천원",글로벌 저탄소선박 정책 대응 지원,글로벌 저탄소선박 정책 대응 지원,"39,000,000천원",연안선사 유류비,"18,661,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,민간보조,민간,대규모(1000억원 이상),지원/보조,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,390376000,50.0,C급_정책참고
,지역특성에 적합한 기술보급으로 농업 소득 증대 및 농촌 활력화 촉진,계속사업,N,Y,N,N,N,N,Y,지자체,1.25억원,"2,474,970,000천원",농업인력양성및,농업인력양성및,"17,000천원",2400 전문인력양성,"17,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),교육/인재양성,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2474970000,50.0,C급_정책참고
,도시숲 등 조성을 통한 탄소흡수원 조성 지원,계속사업,N,Y,N,N,N,N,Y,지자체,346.36억원,"470,419,000천원",도시바람길숲 조성(자율),도시바람길숲 조성(자율),"19,874,000천원",생활권도시숲조성(자율),"14,762,000천원",정원조성 및 관,"20,529,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,470419000,50.0,C급_정책참고
,폐광지역 지원 및 오염방지 지원,계속사업,N,N,Y,Y,N,N,N,한국광해광업공단,,"284,895,000천원",폐광대책비,폐광대책비,"57,606,000천원",광해광업공단,"284,895,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"민간보조, 출연",기타,대규모(1000억원 이상),지원/보조,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,284895000,50.0,C급_정책참고
,지역거점 AX 지원,계속사업,Y,Y,Y,Y,N,N,Y,민간,800억원,"388,726,000천원",외국인투자유치,AX실증밸리조성(R&D),"7,033,000천원",외국인투자유치,"388,726,000천원",지역거점AX혁신기술개발(R&D),"6,800,000천원",수송기기기술개 -,"1,378,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",민간,대규모(1000억원 이상),지원/보조,지역특화,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,388726000,50.0,C급_정책참고
,"해외 특화지역별 언어, 시장진출 전략, 상관습 등에 능통한 맞춤형 청년 무역전문인력을 양성공급",계속사업,N,N,Y,Y,N,N,N,한국무엽협회 등,,"8,605,355,000천원",지역전문가양성및공급,지역전문가양성및공급,"2,287,000천원",지역산업경쟁력,"3,243,000천원",관(부문),117천원,산업혁신지원,"3,243,000천원",000 3300 지역경제활성화,"3,243,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,기타,대규모(1000억원 이상),교육/인재양성,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,8605355000,50.0,C급_정책참고
,창업보육센터 운영 및 지식산업센터 건립,계속사업,N,Y,Y,Y,N,N,Y,"지자체, 민간",16억원,"466,747,000천원",창업인프라지원(세종),창업인프라지원(세종),"50,000천원",지역산업경쟁력,"2,596,000천원",관(부문),119천원,중소기업및소상공인육성,"2,596,000천원",000 3300 지역중소기업육성,"2,596,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,지자체,대규모(1000억원 이상),인프라/건설,일반,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,466747000,50.0,C급_정책참고
,돌봄이 필요한 아동을 대상으로 한 방과후 아동돌봄서비스 제공,계속사업,N,Y,N,N,N,N,Y,지자체,949억원,"2,199,506,000천원",지역아동센터 운영비 지원(자율),지역아동센터 운영비 지원(자율),"247,972,000천원",노인관련기관지,"87,594,000천원",지역아동센터 지원(자율),"35,935,000천원",다함께 돌봄센터 지원(자율),"77,534,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2199506000,50.0,C급_정책참고
,"노인적합형 일자리를 창출, 제공하여 노인의 사회활동, 건강증진 지원",계속사업,N,Y,N,N,N,N,Y,지자체,113억원,"4,462,011,000천원",노인일자리 및 사회활동지원(세종),노인일자리 및 사회활동지원(세종),"11,310,000천원",농어촌의료서비,"84,000천원",장(분야),090천원,000 관(부문),091천원,보건의료,"84,000천원",000 2700 공공보건의료확충,"84,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,4462011000,50.0,C급_정책참고
,"국립감염병 연구소, 백신연구소 운영지원 및 국제 백신, 치료제 연 구협력",계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 보건산업진흥원",,"197,263,000천원",국립감염병연구소 운영,국립감염병연구소 운영,"277,000천원",감염병연구 국제협력 기반구축(R&D),"751,000천원",국가 보건의료연,"197,263,000천원",질병관리청 출연연구개발사업 기획평가관리비(R&D),"793,000천원",국가 면역도 조사체계 구축 및 운영,"1,700,000천원",병원체 자원은행 운영관리,"1,689,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조, 출연",보건복지부,대규모(1000억원 이상),R&D/연구개발,전국단위,관민협력(2자),매칭가능,[22]2026년도 성과계획서_보건복지부.pdf,Yes,국립공주병원 운영(자본),0.643,643,불일치,306685.38,306,197263000,50.0,C급_정책참고
,제주도에 위탁한 환경업무 수행경비 지원,계속사업,N,Y,N,N,Y,N,Y,지자체,2억원,"170,316,000천원",제주환경업무지원(제주),제주환경업무지원(제주),"219,000천원",하수도 관리(제,"113,063,000천원",관(부문),077천원,000 1100 수질 및 수생태계 관,"113,063,000천원",000 리,1천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,170316000,50.0,C급_정책참고
,대중교통기반 취약지역주민 이동권보장지원,계속사업,N,Y,N,N,N,N,Y,지자체,376.19억원,"788,468,000천원",도시형교통모델(지역자율),도시형교통모델(지역자율),"37,619,000천원",대중교통체계구,"28,819,000천원",4900 대중교통육성,"28,819,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,788468000,50.0,C급_정책참고
,민간과 지자체가 지역특성을 반영한 지역맞춤사업 지원,계속사업,N,Y,N,N,N,N,Y,지자체,239.39억원,"485,008,000천원",민관협력 지역상생협약(자율),민관협력 지역상생협약(자율),"23,939,000천원",초광역 개발권,"68,308,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,485008000,50.0,C급_정책참고
,노후산업단지 내 기반시설 재생사업 지원,계속사업,N,Y,N,N,N,N,Y,지자체,164.36억원,"1,315,561,000천원",노후공단 재정비지원(자율),노후공단 재정비지원(자율),"16,436,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),1천원,지역자율계정 세 출 합 계,"1,315,561,000천원",000 -,290천원,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,1315561000,50.0,C급_정책참고
,주거환경개선을 위한 사업,계속사업,N,Y,N,N,N,N,Y,지자체,48.74억원,"171,265,000천원",재정비촉진사업지원,재정비촉진사업지원,"3,831,000천원",광역도로,"39,840,000천원",장(분야),120천원,교통및물류,"171,265,000천원",000 관(부문),121천원,000 1900 지자체도로건설지원,"64,694,000천원",000 -,291천원,관(부문),202천원,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,171265000,50.0,C급_정책참고
,대중교통기반 취약지역주민 이동권보장지원,계속사업,Y,Y,N,N,N,N,Y,지자체,54.28억원,"2,117,175,000천원",도시형교통모델(세종),도시형교통모델(세종),"7,500,000천원",산업단지진입도,"6,489,000천원",장(분야),140천원,국토및지역개발,"6,489,000천원",000 관(부문),143천원,산업단지,"6,489,000천원",000 6000 산업단지개발및지원,"6,489,000천원",000 로지원 -,309천원,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,2117175000,50.0,C급_정책참고
,낙후된 특수상황지역의 지역균형발전 지원,계속사업,N,Y,N,N,N,N,Y,지자체,498.62억원,"53,271,000천원",특수상황지역개발,특수상황지역개발,"199,449,000천원",지역경관개선지 -,"10,000,000천원",접경권발전지원,"53,271,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,53271000,48.0,C급_정책참고
,농촌용수개발,계속사업,Y,Y,Y,N,N,N,Y,"지자체, 민간 6. 지방비매칭  36억원",36억원,"65,789,000천원",농촌용수개발,농촌용수개발,"209,745,000천원",농산물안전성관,"59,733,000천원",104) 농산물품질관리,"65,789,000천원",104),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",지자체,대규모(1000억원 이상),R&D/연구개발,지역특화,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,65789000,48.0,C급_정책참고
,친환경농자재 지원 등,계속사업,N,Y,N,N,N,N,Y,지자체,7억원,"13,144,000천원",곤충미생물산업육성지원(제주),곤충미생물산업육성지원(제주),"120,000천원",농촌일자리및경,"749,000천원",친환경농자재지원(제주),"384,000천원",친환경농업인프 -,"600,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,13144000,48.0,C급_정책참고
,"농촌융복합산업 및 로컬창업, 농촌관광 활성화를 통해 농촌경제 다각화",계속사업,N,Y,N,N,N,N,Y,지자체,1.4억원,"10,698,000천원",농촌경제활성화지원(제주),농촌경제활성화지원(제주),"749,000천원",농촌자원복합산,"1,697,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,10698000,48.0,C급_정책참고
,"농업 기술, 경영 전문교육 및 농입인 연구 모임체 육성",계속사업,N,Y,N,N,N,N,Y,지자체,36.03억원,"69,463,000천원",지역농업연구기,지역자율),"3,603,000천원",지역자율계정 세 출 합 계,"69,463,000천원",000 -,514천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,69463000,48.0,C급_정책참고
,신기후체제 산림자원관리를 위한 연구,계속사업,Y,Y,N,Y,N,N,Y,민간,13.2억원,"90,547,000천원",산지관리,한국임업진흥원 기획평가관리(R&D),"1,930,000천원",산지관리,"7,725,000천원",산림생물소재 활용 기반 기술개발(R&D),"2,133,000천원",산사태 현장대응 기술개발(R&D),"5,926,000천원",산림분야 그린바이오 미래형 가치사슬 기술개발(R&D),"5,747,000천원",산림 지식재산 기반 유레카 기술개발(R&D),"1,200,000천원",대형산불 대응 지능형 솔루션 기술개발(R&D),"19,316,000천원",AI 기반 임도 설계 및 유지관리 최적화 기술개발(R&D),"2,500,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",민간,대규모(1000억원 이상),R&D/연구개발,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,90547000,48.0,C급_정책참고
,지역산업의 경쟁력강화 및 활성화 촉진,계속사업,N,Y,N,Y,N,N,Y,지자체,1.7억원,"15,964,000천원",지방주도형투자일자리지원(제주),지방주도형투자일자리지원(제주),"330,000천원",지역산업경쟁력,"4,925,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,지자체,대규모(1000억원 이상),지원/보조,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,15964000,48.0,C급_정책참고
,농어촌에 소형 LPG탱크 지원,계속사업,N,Y,N,Y,N,N,Y,지자체,2억원,"10,691,000천원",지역산업경쟁력,마을단위 LPG 소형 저장탱크 보급(세종),"250,000천원",지역산업경쟁력,"5,665,000천원",관(부문),117천원,산업혁신지원,"10,691,000천원",000 3300 지역경제활성화,"10,691,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 출연, 지방비매칭",지자체,대규모(1000억원 이상),지원/보조,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,10691000,48.0,C급_정책참고
,중소기업의 해외마케팅 지원,계속사업,Y,N,Y,N,N,N,N,"국가, 중소벤처기업진흥공단",,"8,605,355,000천원",과태료,수출지원기반활용,"150,203,000천원",중소기업해외시,"97,529,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",중소벤처기업부,대규모(1000억원 이상),지원/보조,전국단위,공공주도,매칭가능,[28]2026년도 성과계획서_중소벤처기업부.pdf,No,,0.0,0,,0.0,0,8605355000,48.0,C급_정책참고
,중소기업의 해외마케팅 지원,계속사업,Y,N,Y,Y,N,N,N,"국가, 중소벤처기업진흥공단",,"4,483,962,000천원",수출지원기반활용,수출지원기반활용,"150,203,000천원",중소기업해외시,"97,529,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조, 출연",중소벤처기업부,대규모(1000억원 이상),지원/보조,전국단위,공공주도,매칭가능,[28]2026년도 성과계획서_중소벤처기업부.pdf,No,,0.0,0,,0.0,0,4483962000,48.0,C급_정책참고
,중소기업의 ICT융합 기반 업그레이드 지원,계속사업,Y,N,Y,Y,N,N,N,"국가, 민간, 중소기업기술정보진흥원 등",,"1,950,043,000천원",중소기업 스마트 서비스 지원,ICT융합스마트공장보급확산,"436,556,000천원",중소기업 스마트 서비스 지원,"10,888,000천원",기술개발인프라,"92,161,000천원",데이터 인프라구축(정보화),"6,053,000천원",혁신제품 지정사업,"400,000천원",지역특화 제조데이터 활성화,"6,000,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"민간보조, 출연",중소벤처기업부,대규모(1000억원 이상),지원/보조,전국단위,관민협력(2자),매칭가능,[28]2026년도 성과계획서_중소벤처기업부.pdf,No,,0.0,0,,0.0,0,1950043000,48.0,C급_정책참고
,"지역보건의료기관(보건소, 보건지소 등)의 시설 및 장비 지원",계속사업,N,Y,N,N,N,N,Y,지자체,3억원,"57,365,000천원",농어촌보건소 등 이전신축(제주),농어촌보건소 등 이전신축(제주),"563,000천원",제주특별자치도계정 세 출 합 계,"57,365,000천원",000 -,241천원,관(부문),202천원,6 예산안,202천원,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,57365000,48.0,C급_정책참고
,상수도시설 확충 및 관리,계속사업,N,Y,N,N,N,N,Y,지자체,207억원,"81,107,000천원",상수도시설 확충 및 관리(지역자율),상수도시설 확충 및 관리(지역자율),"66,011,000천원",폐기물 발생원,"20,701,000천원",노후상수도정비(자율),"351,571,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,일반,공공주도,부분매칭,,No,,0.0,0,,0.0,0,81107000,48.0,C급_정책참고
,부처별 RD 제재처분을 재검토 하는 위원회를 운영하여 공정성 전문성 및 범부처 일관성 확보,계속사업,Y,N,N,Y,N,N,N,한국과학기술기획평가원,,"41,041,000천원",연구실안전환경,연구자권익보호위원회 운영(R&D),"495,000천원",연구실안전환경,"10,896,000천원",1600 과학기술기반조성,"41,041,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,Yes,연구실안전환경구축,11.409,11409,불일치,3497.25,132,41041000,46.800000000000004,C급_정책참고
,핀테크기업의 사업화 및 성장 지원,계속사업,Y,N,Y,Y,N,N,N,"국가, 핀테크지원센터",,"5,296,147,000천원",기타이자수입및재,핀테크 지원 사업,"12,086,000천원",자금세탁방지추,"2,875,000천원",731) 자금세탁방지시스템,"7,676,000천원",731),1천원,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,5296147000,44.0,C급_정책참고
,다국적기업에 대한 정교화된 상시검증체계를 구축하기 위해 신용 평가모형기업분석프로그램 사용,계속사업,Y,N,N,N,Y,N,N,국가,,"83,340,000천원",국제거래 세원관리 지원,국제거래 세원관리 지원,"1,183,000천원",체납정리지원,"18,636,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),220천원,징수관리,"83,340,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,"직접수행, 위탁",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,83340000,44.0,C급_정책참고
,"조달물자 관리, 우수 중소기업 지원 등",계속사업,Y,N,N,Y,N,N,N,"국가, 한국조달연구원",,"118,133,000천원",조달물자 계약 및 관리,조달물자 계약 및 관리,"15,625,000천원",조달물자 품질검사 및 관리,"1,628,000천원",공공혁신수요 기반 혁신제품 기술개발(R&D),"10,000,000천원",공사발주 및 사,"3,359,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,직접수행,국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,118133000,44.0,C급_정책참고
,"국가통계확대, 품질 및 지역통계 관리, 통계기준 제공",계속사업,Y,N,N,N,N,N,N,국가,,"454,678,000천원",잡수입,국가통계정책추진,"6,790,000천원",지역통계인프라강화,"1,496,000천원",통계전문교육,"9,426,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,직접수행,국가기관,대규모(1000억원 이상),운영/관리,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,454678000,44.0,C급_정책참고
